cross_validation; iteration; train_size; num_stages; alpha; overage_cost; eoh_underage; method; radius; train_time; train_mean; train_std; train_valid; test_mean; test_std; test_valid
AV;37; 100; 5; 0.000000;0.040000;2.000000; AFF; 10.000000; 4.973279; 45.298455;-nan;1.000000; 44.465471;440.823525;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; AFF; 17.783000; 6.084039; 48.619808;-nan;1.000000; 47.882927;-nan;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; AFF; 31.623000; 3.566625; 55.208522;-nan;1.000000; 54.445125;-nan;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.000000; 115.318634; 29.421586;1118.982095;1.000000; 30.677256;342.502111;0.999700
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.001000; 55.608379; 29.421837;1118.982033;1.000000; 30.677178;342.539797;0.999700
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.010000; 39.064333; 29.424098;1118.922160;1.000000; 30.676471;338.778957;0.999700
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.100000; 34.276798; 29.446705;1124.960199;1.000000; 30.669862;332.606224;0.999700
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.316200; 26.735024; 29.500991;1139.785129;1.000000; 30.656349;311.721879;0.999800
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 1.000000; 38.716171; 29.741477;1145.936565;1.000000; 30.652053;246.011086;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 1.778300; 59.176391; 29.999149;1225.809259;1.000000; 30.718149;-nan;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 3.162300; 56.897066; 30.696943;1125.411685;1.000000; 31.184999;-nan;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 5.623400; 64.958661; 31.629952;1236.279277;1.000000; 31.917616;355.162115;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 10.000000; 79.538986; 32.756880;1645.116847;1.000000; 32.983086;-nan;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 17.783000; 124.640350; 34.635104;1682.076657;1.000000; 34.714968;-nan;1.000000
AV;37; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 31.623000; 356.211427; 37.998828;2363.891539;1.000000; 38.080744;-nan;1.000000
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 0.000000; 0.034029; 40.718152;-nan;1.000000; 50.036414;-nan;0.982100
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 0.001000; 0.321264; 40.718791;-nan;1.000000; 50.036507;-nan;0.982100
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 0.010000; 0.307691; 40.724541;-nan;1.000000; 50.037348;-nan;0.982100
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 0.100000; 0.467142; 40.782045;-nan;1.000000; 50.045939;-nan;0.982400
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 0.316200; 0.424209; 40.920183;-nan;1.000000; 50.067625;-nan;0.983000
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 1.000000; 0.386286; 41.357087;-nan;1.000000; 50.152601;-nan;0.984300
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 1.778300; 0.503132; 41.854371;-nan;1.000000; 50.274714;-nan;0.986300
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 3.162300; 0.519766; 42.452426;-nan;1.000000; 50.217081;-nan;0.989300
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 5.623400; 0.404178; 44.024050;-nan;1.000000; 50.926527;382.126013;0.993400
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 10.000000; 0.455573; 46.921773;-nan;1.000000; 52.768460;-nan;0.998200
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 17.783000; 0.422796; 51.843369;-nan;1.000000; 56.636938;-nan;1.000000
AV;46; 25; 5; 0.500000;0.040000;2.000000; AFF; 31.623000; 0.349865; 61.320887;-nan;1.000000; 64.828292;-nan;1.000000
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 0.000000; 9.441715; 31.350272;-nan;1.000000; 48.501240;-nan;0.899000
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 0.001000; 4.019637; 31.304253;-nan;1.000000; 48.470081;-nan;0.894900
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 0.010000; 4.602076; 31.412555;-nan;1.000000; 47.106988;352.678198;0.903800
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 0.100000; 4.675694; 31.447646;-nan;1.000000; 46.921308;304.831774;0.903200
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 0.316200; 5.145011; 31.739236;-nan;1.000000; 45.021082;-nan;0.915200
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 1.000000; 3.773134; 32.183069;-nan;1.000000; 43.057721;-nan;0.930600
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 1.778300; 3.758391; 32.505258;-nan;1.000000; 42.303164;-nan;0.938800
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 3.162300; 4.118143; 33.205807;-nan;1.000000; 40.589431;-nan;0.953900
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 5.623400; 4.424872; 34.268760;-nan;1.000000; 39.187274;-nan;0.978400
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 10.000000; 4.434820; 35.902518;-nan;1.000000; 39.724662;-nan;0.990800
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 17.783000; 5.094118; 37.838373;-nan;1.000000; 40.948290;-nan;0.999100
AV;46; 25; 5; 0.500000;0.040000;2.000000; LIFTE; 31.623000; 6.267909; 40.536120;-nan;1.000000; 43.352493;-nan;1.000000
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 0.000000; 0.034731; 38.259548;-nan;1.000000; 42.529123;-nan;0.987900
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 0.001000; 0.547111; 38.260044;-nan;1.000000; 42.529067;-nan;0.987900
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 0.010000; 0.304597; 38.264508;-nan;1.000000; 42.528568;-nan;0.988200
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 0.100000; 0.477453; 38.309160;-nan;1.000000; 42.523799;-nan;0.988700
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 0.316200; 0.491856; 38.416571;-nan;1.000000; 42.514646;-nan;0.989000
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 1.000000; 0.437519; 38.757590;2562.494480;1.000000; 42.502911;-nan;0.990700
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 1.778300; 0.446616; 39.148026;4481.937465;1.000000; 42.517256;-nan;0.991800
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 3.162300; 0.353825; 39.843795;2533.814729;1.000000; 41.943404;-nan;0.996500
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 5.623400; 0.560808; 40.992001;4514.553028;1.000000; 42.466949;-nan;0.998600
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 10.000000; 0.524393; 43.134774;5638.481051;1.000000; 43.896324;394.969305;0.999900
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 17.783000; 0.509482; 47.211855;-nan;1.000000; 47.595249;-nan;1.000000
AV;46; 25; 5; 0.250000;0.040000;2.000000; AFF; 31.623000; 0.661162; 53.994592;-nan;1.000000; 54.332227;336.896339;1.000000
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.000000; 8.536695; 30.345010;6212.773271;1.000000; 40.148648;-nan;0.933700
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.001000; 4.127391; 30.345392;6212.773155;1.000000; 40.147276;-nan;0.933700
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.010000; 4.168635; 30.348831;6212.333198;1.000000; 40.134961;-nan;0.933700
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.100000; 4.188545; 30.382841;6077.577531;1.000000; 39.955091;-nan;0.934800
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.316200; 4.345881; 30.453955;6067.348993;1.000000; 39.498119;-nan;0.938600
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 1.000000; 4.408955; 30.659647;4026.665146;1.000000; 38.319395;-nan;0.942100
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 1.778300; 3.699859; 30.924142;3948.636534;1.000000; 37.434124;312.742031;0.951200
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 3.162300; 5.064468; 31.428511;3433.200612;1.000000; 35.303242;-nan;0.972900
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 5.623400; 4.806772; 32.145036;3875.658194;1.000000; 34.450547;-nan;0.986400
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 10.000000; 6.531495; 33.528124;5479.783693;1.000000; 34.461040;-nan;0.997500
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 17.783000; 7.626460; 35.311726;4433.608427;1.000000; 35.601508;85.059835;1.000000
AV;46; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 31.623000; 9.061218; 38.852776;4775.499337;1.000000; 39.240719;62.472342;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 0.000000; 0.416052; 38.319386;-nan;1.000000; 39.625152;277.597296;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 0.001000; 4.703101; 38.319906;-nan;1.000000; 39.625644;277.597278;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 0.010000; 5.112036; 38.324581;-nan;1.000000; 39.630077;277.546837;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 0.100000; 5.539249; 37.656595;-nan;1.000000; 38.904522;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 0.316200; 6.184386; 37.760668;-nan;1.000000; 38.997490;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 1.000000; 5.229951; 38.089840;-nan;1.000000; 39.298285;381.049485;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 1.778300; 7.295011; 38.464516;-nan;1.000000; 39.648927;380.792620;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 3.162300; 4.270135; 38.332555;-nan;1.000000; 39.416676;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 5.623400; 4.753908; 39.573234;-nan;1.000000; 40.654761;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 10.000000; 5.719722; 41.955509;-nan;1.000000; 43.042734;332.757806;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 17.783000; 5.484477; 45.782952;-nan;1.000000; 46.888537;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; AFF; 31.623000; 6.371142; 53.703577;-nan;1.000000; 54.811411;430.334368;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.000000; 114.136818; 29.605192;2600.455489;1.000000; 31.095012;-nan;0.999900
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.001000; 48.339864; 29.605482;2600.435187;1.000000; 31.095125;-nan;0.999900
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.010000; 52.983146; 29.608096;2600.361696;1.000000; 31.096151;-nan;0.999900
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.100000; 46.677265; 29.634281;2627.738944;1.000000; 31.106702;-nan;0.999900
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 0.316200; 74.703341; 29.697587;2636.978352;1.000000; 31.135032;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 1.000000; 33.478618; 29.757761;2453.384479;1.000000; 31.134603;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 1.778300; 58.241022; 29.960631;2710.131486;1.000000; 31.150641;152.740832;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 3.162300; 62.437316; 30.416335;3033.226718;1.000000; 31.432968;119.961471;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 5.623400; 68.638383; 30.988444;2991.709167;1.000000; 31.865634;89.052219;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 10.000000; 68.656951; 32.103513;2832.828975;1.000000; 32.855510;106.845738;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 17.783000; 144.884547; 33.765803;2217.251343;1.000000; 34.476839;-nan;1.000000
AV;38; 100; 5; 0.000000;0.040000;2.000000; LIFTE; 31.623000; 209.614685; 37.509362;1653.019631;1.000000; 38.295915;-nan;1.000000
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.000000; 0.035244; 34.344176;167.676116;1.000000; 38.943361;-nan;0.987000
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.001000; 0.657111; 34.344703;167.675759;1.000000; 38.943117;-nan;0.987000
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.010000; 0.408542; 34.349447;167.673850;1.000000; 38.940925;-nan;0.987100
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.100000; 0.399938; 34.396883;167.351128;1.000000; 38.919451;-nan;0.987300
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.316200; 0.304596; 34.510836;164.967876;1.000000; 38.871096;-nan;0.988500
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 1.000000; 0.347302; 34.871246;168.582799;1.000000; 38.745359;-nan;0.990600
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 1.778300; 0.432525; 33.532228;753.128382;1.000000; 36.460619;-nan;0.995400
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 3.162300; 0.452224; 34.156973;738.059916;1.000000; 36.347608;-nan;0.998100
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 5.623400; 0.357195; 35.287412;734.900619;1.000000; 36.464288;-nan;0.999200
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 10.000000; 0.417891; 37.344911;686.840855;1.000000; 37.445201;44.092908;1.000000
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 17.783000; 0.465066; 41.065285;603.860017;1.000000; 40.587118;355.483117;1.000000
AV;46; 25; 5; 0.000000;0.040000;2.000000; AFF; 31.623000; 0.448142; 47.928902;359.539205;1.000000; 47.461215;220.319609;1.000000
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.000000; 8.220501; 27.126508;2281.711638;1.000000; 36.849073;-nan;0.933600
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.001000; 5.342218; 27.126998;2281.711445;1.000000; 36.847806;-nan;0.933600
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.010000; 5.907163; 27.131409;2281.470131;1.000000; 36.836410;-nan;0.933600
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.100000; 5.041670; 27.175583;2265.292317;1.000000; 36.723618;-nan;0.934500
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.316200; 4.749204; 27.247111;2203.304201;1.000000; 36.458188;456.038611;0.936800
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 1.000000; 5.841986; 27.410116;1902.117168;1.000000; 35.336070;297.482113;0.944800
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 1.778300; 4.605914; 27.571057;1625.247489;1.000000; 34.782990;-nan;0.951000
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 3.162300; 5.004903; 28.130974;1290.562838;1.000000; 33.241448;-nan;0.967100
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 5.623400; 5.571060; 29.078973;1069.451934;1.000000; 31.629357;-nan;0.987900
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 10.000000; 4.716091; 30.633086;795.893209;1.000000; 31.168525;-nan;0.997100
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 17.783000; 8.287905; 32.732641;1040.325834;1.000000; 32.487015;-nan;1.000000
AV;46; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 31.623000; 15.303595; 36.623609;874.589344;1.000000; 36.616364;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.000000; 0.091580; 41.513619;3572.641910;1.000000; 39.956694;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.001000; 1.275930; 41.514216;3572.475268;1.000000; 39.957227;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.010000; 1.611841; 41.519596;3572.294786;1.000000; 39.962021;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.100000; 1.437429; 41.573393;3607.858850;1.000000; 40.010025;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.316200; 1.194744; 41.702641;3646.528514;1.000000; 40.126113;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 1.000000; 1.265155; 42.111587;3809.458825;1.000000; 40.499531;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 1.778300; 1.660018; 42.578973;3894.007342;1.000000; 40.932876;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 3.162300; 1.406437; 43.412652;3991.892872;1.000000; 41.723024;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 5.623400; 1.589042; 40.884747;1899.908987;1.000000; 39.485725;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 10.000000; 1.404090; 43.083142;1571.688442;1.000000; 41.672334;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 17.783000; 1.693145; 45.404260;881.447559;1.000000; 44.085011;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; AFF; 31.623000; 1.545799; 55.409788;117.019998;1.000000; 54.561177;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.000000; 19.934760; 29.402361;1768.648586;1.000000; 31.215613;-nan;0.996800
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.001000; 11.090042; 29.402548;1768.648541;1.000000; 31.215385;-nan;0.996800
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.010000; 11.670639; 29.404231;1768.531165;1.000000; 31.213344;-nan;0.996900
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.100000; 8.914762; 29.421089;1755.244940;1.000000; 31.193394;-nan;0.997000
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.316200; 9.753750; 29.463029;1721.039070;1.000000; 31.141070;441.919310;0.997300
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 1.000000; 8.674806; 29.805289;1141.492383;1.000000; 30.624277;-nan;0.999200
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 1.778300; 9.070879; 30.244752;892.576092;1.000000; 30.617116;386.582526;0.999800
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 3.162300; 10.340544; 30.601435;925.802916;1.000000; 30.669545;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 5.623400; 13.360184; 31.270387;981.060243;1.000000; 30.998861;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 10.000000; 15.689351; 32.482852;757.440268;1.000000; 32.113657;-nan;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 17.783000; 18.709711; 34.301817;418.696477;1.000000; 34.003173;99.995495;1.000000
AV;45; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 31.623000; 29.837435; 38.370423;295.260360;1.000000; 38.135695;414.514863;1.000000
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.000000; 0.113600; 42.651212;-nan;1.000000; 42.248407;-nan;0.993300
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.001000; 1.642974; 42.651856;-nan;1.000000; 42.248840;-nan;0.993300
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.010000; 1.817199; 42.657657;-nan;1.000000; 42.252735;-nan;0.993300
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.100000; 1.316369; 42.715667;-nan;1.000000; 42.291739;-nan;0.993600
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.316200; 1.371157; 42.855162;-nan;1.000000; 42.386393;-nan;0.993800
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 1.000000; 1.239438; 43.301574;-nan;1.000000; 42.696029;-nan;0.994400
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 1.778300; 1.245461; 43.810562;-nan;1.000000; 43.068241;-nan;0.995300
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 3.162300; 1.457748; 44.715472;-nan;1.000000; 43.770001;-nan;0.997500
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 5.623400; 1.460794; 46.324067;-nan;1.000000; 45.129393;-nan;0.999200
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 10.000000; 1.247526; 47.846995;-nan;1.000000; 46.510071;-nan;1.000000
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 17.783000; 1.358065; 52.903479;3993.335210;1.000000; 52.516030;-nan;1.000000
AV;45; 50; 5; 0.250000;0.040000;2.000000; AFF; 31.623000; 1.698872; 59.373205;1303.395565;1.000000; 59.662039;-nan;1.000000
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.000000; 19.229625; 31.617607;768.171283;1.000000; 37.561224;312.555634;0.929500
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.001000; 12.757253; 31.617997;768.171166;1.000000; 37.560192;312.555653;0.929500
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.010000; 13.891177; 31.621507;768.046470;1.000000; 37.550906;304.125795;0.929700
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.100000; 15.020866; 31.657273;764.147787;1.000000; 37.459826;260.076139;0.931500
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.316200; 12.011123; 31.743232;780.688658;1.000000; 37.195227;45.389428;0.935300
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 1.000000; 11.063987; 32.036526;1069.128860;1.000000; 36.408884;-nan;0.942900
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 1.778300; 10.931522; 33.006535;2063.221743;1.000000; 36.448880;-nan;0.982700
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 3.162300; 11.763068; 33.413591;2633.169524;1.000000; 35.991949;-nan;0.993400
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 5.623400; 14.565924; 33.881211;2924.158741;1.000000; 35.657917;-nan;0.998500
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 10.000000; 17.348462; 34.544079;1126.656993;1.000000; 34.805937;53.823176;0.999800
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 17.783000; 22.473498; 37.039812;681.190399;1.000000; 36.841875;-nan;0.999100
AV;45; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 31.623000; 23.705766; 40.147136;879.045755;1.000000; 40.444845;-nan;1.000000
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.000000; 0.015114; 29.654473;445.943494;1.000000; 40.915959;438.422427;0.987800
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.001000; 0.106974; 29.654995;445.943382;1.000000; 40.915983;438.422426;0.987800
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.010000; 0.091541; 29.659691;446.255756;1.000000; 40.916200;429.994487;0.987800
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.100000; 0.084384; 29.707943;445.020224;1.000000; 40.918486;359.798171;0.988000
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.316200; 0.099739; 29.831431;442.227091;1.000000; 40.925578;237.171482;0.988400
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 1.000000; 0.093855; 30.270982;455.319888;1.000000; 39.960304;-nan;0.994000
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 1.778300; 0.095309; 30.649889;446.610569;1.000000; 40.082975;173.722967;0.995000
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 3.162300; 0.075502; 31.333429;454.285703;1.000000; 40.326406;-nan;0.996000
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 5.623400; 0.078413; 32.566152;425.742645;1.000000; 40.945991;-nan;0.998100
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 10.000000; 0.105772; 34.727349;469.090716;1.000000; 42.130716;-nan;1.000000
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 17.783000; 0.103476; 38.546036;447.112178;1.000000; 44.072490;-nan;1.000000
AV;47; 10; 5; 0.250000;0.040000;2.000000; AFF; 31.623000; 0.106998; 44.193763;365.197344;1.000000; 49.378319;-nan;1.000000
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.000000; 0.584143; 25.408085;2836.954987;1.000000; 196.794427;-nan;0.534700
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.001000; 1.036344; 25.426043;2835.983322;1.000000; 112.894744;-nan;0.698100
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.010000; 1.009958; 25.313298;297.306912;1.000000; 72.811227;-nan;0.848300
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.100000; 0.837250; 25.443995;301.795958;1.000000; 60.597153;-nan;0.876600
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.316200; 0.847018; 25.667976;287.047209;1.000000; 52.354019;-nan;0.893900
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 1.000000; 0.932245; 26.176226;208.483093;1.000000; 48.966494;-nan;0.912900
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 1.778300; 0.800334; 27.004253;137.810740;1.000000; 44.307997;-nan;0.932100
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 3.162300; 0.859255; 27.740794;128.201794;1.000000; 43.313870;-nan;0.956600
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 5.623400; 0.828607; 28.760270;128.482295;1.000000; 44.118424;-nan;0.907200
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 10.000000; 1.040838; 30.102794;219.500114;1.000000; 40.299326;-nan;0.949000
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 17.783000; 1.472267; 32.468886;151.158857;1.000000; 38.245860;-nan;0.986800
AV;47; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 31.623000; 2.539040; 40.692846;109.401554;1.000000; 43.029985;-nan;1.000000
AV;47; 10; 5; 0.000000;0.040000;2.000000; AFF; 0.000000; 0.013082; 29.493993;305.975653;1.000000; 39.943626;-nan;0.984500
